event_id,timestamp,sunlight_percent,temperature,humidity_percent,action
65f023ca,1779864480,67.18,36.8,88.75,1
13e112d3,1779864540,44.54,9.16,49.76,1
3322e834,1779864600,50.76,6.98,18.49,1
f531b756,1779864660,0.0,34.12,42.67,1
9e214efe,1779864720,91.32,2.64,82.27,0
f36cd75f,1779864780,42.26,-6.07,49.68,1
2ec64cb9,1779864840,58.65,28.59,44.47,1
5ed603e8,1779864900,35.04,14.44,54.6,1
e536f89a,1779864960,51.46,33.37,61.71,1
be706637,1779865020,75.48,16.97,61.76,1
71578b12,1779865080,55.74,6.78,55.24,1
7954ca93,1779865140,88.14,5.61,91.07,1
009c4f5f,1779865200,72.45,45.23,74.91,0
62ec2f2b,1779865260,85.08,35.19,68.53,0
5ef4deac,1779865320,28.51,18.71,38.06,1
81f59b14,1779865380,25.49,-2.42,58.69,1
baeb4c09,1779865440,93.04,40.02,54.52,0
72eb3c0e,1779865500,14.11,13.06,100.0,1
1e7b2c43,1779865560,40.32,37.51,53.27,1
c344173d,1779865620,86.36,32.24,56.49,1
fb9a7f54,1779865680,51.18,16.64,32.01,1
cf8541e7,1779865740,82.25,48.92,13.87,0
0c7c835b,1779865800,44.75,16.51,52.63,1
f71dc2dd,1779865860,50.33,44.19,100.0,1
4e75d867,1779865920,48.48,17.2,83.53,1
a300ca07,1779865980,46.67,42.95,61.86,1
4968152e,1779866040,69.98,49.67,67.28,1
f89e1d51,1779866100,27.36,-0.01,60.8,1
f64fb4ad,1779866160,32.8,38.92,53.88,1
d59c6fe8,1779866220,28.2,18.56,70.82,1
c4482681,1779866280,31.91,22.14,0.0,1
4943dbf3,1779866340,86.72,38.92,58.71,0
be8a699e,1779866400,8.92,-0.6,52.71,1
9b4211e3,1779866460,25.56,15.43,35.85,1
4a291f5f,1779866520,18.1,-6.94,77.48,1
e39a8ac1,1779866580,74.96,19.9,52.88,1
3382a408,1779866640,50.11,6.55,70.81,1
290914ab,1779866700,65.14,22.18,40.9,1
9398a410,1779866760,85.74,33.55,71.66,0
9b7d2409,1779866820,0.0,22.25,74.1,1
abf5493e,1779866880,23.65,15.04,66.76,1
843aabae,1779866940,19.7,-4.52,33.36,1
41df6ae5,1779867000,42.81,12.39,54.22,1
38d32495,1779867060,46.2,14.97,64.08,1
a7a3a79e,1779867120,75.61,-6.99,46.57,1
e5f8ea91,1779867180,35.52,49.58,47.85,1
8da0aac1,1779867240,22.82,6.33,64.26,1
f260d81b,1779867300,49.48,27.87,88.85,1
e5c5a7bb,1779867360,65.45,5.45,21.17,1
d0ad16e7,1779867420,76.24,-0.98,33.53,1
f3c4ed31,1779867480,75.89,-2.77,66.89,1
89e8bf87,1779867540,79.26,23.56,28.0,1
98e46b6e,1779867600,53.38,46.16,78.79,1
90600673,1779867660,62.38,-6.41,49.02,1
9f701710,1779867720,58.58,12.22,75.11,1
fa5f724f,1779867780,62.47,26.19,50.25,1
2c33777e,1779867840,29.55,39.59,19.33,1
101d0c4b,1779867900,33.48,44.68,54.81,1
4e7ccaf5,1779867960,10.4,2.26,36.46,1
4e418166,1779868020,45.41,28.2,65.17,1
d1208deb,1779868080,41.88,29.48,83.9,1
eefa2192,1779868140,86.54,5.26,40.92,1
88efb986,1779868200,40.68,39.35,37.1,1
dde94cae,1779868260,59.81,19.87,53.69,1
b72def17,1779868320,85.89,10.48,36.34,1
22c2a31b,1779868380,81.96,8.59,43.28,1
a3dd5f71,1779868440,64.01,38.32,49.1,1
304a361f,1779868500,100.0,31.76,53.83,0
492523bc,1779868560,0.0,49.69,65.95,1
1747941d,1779868620,57.16,43.15,38.24,1
d6460875,1779868680,68.16,10.18,67.14,1
67737547,1779868740,67.66,13.65,50.83,1
14051383,1779868800,30.85,35.35,69.12,1
2a35cd84,1779868860,7.68,19.67,67.17,1
fe17816b,1779868920,66.17,3.22,100.0,1
56733bb8,1779868980,29.53,6.61,81.08,1
0026d0e0,1779869040,100.0,45.73,53.45,0
383223c7,1779869100,42.5,-5.98,39.22,1
5bc914c4,1779869160,42.08,32.42,91.35,1
4205cb35,1779869220,72.43,22.09,50.73,1
91582f5d,1779869280,89.57,26.01,61.7,1
d188522f,1779869340,24.14,19.14,43.35,1
166c4a1c,1779869400,88.81,13.6,64.92,1
587b5634,1779869460,85.35,13.66,11.44,1
3c24a715,1779869520,34.53,0.79,50.9,1
77720f70,1779869580,58.68,47.37,86.47,1
7b2a5c71,1779869640,47.9,48.65,28.54,1
1f292414,1779869700,63.66,1.34,75.6,1
647a501d,1779869760,32.95,21.83,84.11,1
b09f9830,1779869820,88.35,33.59,90.62,0
8130c8ac,1779869880,36.64,17.44,64.0,1
8ce26c00,1779869940,18.65,8.78,80.16,1
8f3b2b25,1779870000,44.56,49.21,39.93,1
f1364f05,1779870060,56.62,34.59,23.84,1
9ddd3b4d,1779870120,74.29,-7.66,54.03,1
a212a0cf,1779870180,39.2,10.73,42.76,1
ec2f49e8,1779870240,27.3,39.39,66.95,1
1b79d17b,1779870300,49.99,2.76,90.59,1
7501b3d4,1779870360,24.35,1.4,68.03,1
1b3bac8b,1779870420,55.41,22.31,78.18,1
0a2e6ec1,1779870480,70.87,4.05,56.74,1
292f2751,1779870540,56.41,-4.25,44.62,1
c12f38b3,1779870600,21.54,22.85,22.21,1
01b73418,1779870660,26.17,26.46,53.56,1
c4606607,1779870720,46.53,4.75,95.3,1
cf0d8621,1779870780,68.03,0.27,100.0,1
2d03459b,1779870840,15.62,48.96,19.97,1
15fdafa7,1779870900,61.58,43.33,73.81,1
b16e5e4a,1779870960,61.26,-6.73,65.26,1
9a160262,1779871020,90.89,25.0,54.18,0
7305c138,1779871080,37.47,9.07,39.59,1
d69ab24c,1779871140,29.45,20.89,34.99,1
1a7ef3d0,1779871200,60.98,40.11,72.88,1
cd641e4b,1779871260,44.75,10.76,79.21,1
de7d6639,1779871320,51.99,12.69,57.13,1
2a0f3d9b,1779871380,47.32,39.0,71.96,1
d56a4db1,1779871440,25.42,25.73,38.73,1
cd016cce,1779871500,50.1,46.18,62.34,1
3130500d,1779871560,65.84,16.16,72.26,1
2aba3973,1779871620,19.57,47.84,51.03,1
27cbc15c,1779871680,24.48,49.32,43.68,1
9f4f645b,1779871740,24.28,39.92,23.35,1
dcd9aed4,1779871800,43.72,47.12,45.89,1
008fe10b,1779871860,76.01,35.45,76.25,0
64409873,1779871920,0.0,14.65,56.95,1
60a1964a,1779871980,46.54,40.46,46.83,1
0ffbaf25,1779872040,54.37,30.71,37.26,1
69aa722d,1779872100,51.78,44.68,28.7,1
96eab8a9,1779872160,19.31,27.67,60.88,1
d395641d,1779872220,40.59,-4.56,61.47,1
78448dde,1779872280,42.08,12.3,26.8,1
aa56b5a7,1779872340,56.28,42.57,77.5,1
17bb6cb5,1779872400,27.91,17.8,61.16,1
61d43784,1779872460,38.15,-4.53,69.98,1
e58cebef,1779872520,24.13,8.38,28.23,1
ec7ab580,1779872580,40.07,30.94,48.37,1
949d01b4,1779872640,88.84,22.18,33.26,1
2a10c809,1779872700,9.87,21.29,66.26,1
bd14d46e,1779872760,48.61,24.36,52.26,1
875ab913,1779872820,35.68,3.17,45.04,1
48ad081d,1779872880,44.91,48.74,48.5,1
d2a7c08d,1779872940,35.75,29.19,17.79,1
f971c1e7,1779873000,61.02,41.45,62.91,1
0628485f,1779873060,64.55,43.23,33.23,1
b155eb8e,1779873120,55.62,-3.98,61.17,1
0a9edfdc,1779873180,59.71,12.77,59.01,1
149b2874,1779873240,60.05,12.96,63.61,1
183b521e,1779873300,57.95,-3.6,71.2,1
727babf2,1779873360,44.47,8.09,63.61,1
9e6c0db8,1779873420,53.43,47.4,90.22,1
ee4fe2ae,1779873480,100.0,20.59,55.67,0
b7311d44,1779873540,46.55,3.79,72.06,1
9aa0accb,1779873600,72.01,19.88,51.35,1
1ae4ae97,1779873660,65.84,-2.01,18.27,1
2c6501f5,1779873720,88.78,39.6,75.39,0
388c7357,1779873780,46.25,34.43,74.55,1
4db45a8f,1779873840,46.42,2.68,39.11,1
6ac7cfbd,1779873900,73.1,11.51,33.38,1
fc089f55,1779873960,0.0,0.14,87.4,1
ca0d23f5,1779874020,53.84,37.74,48.55,1
cb80e84c,1779874080,22.14,38.97,28.36,1
270bcf54,1779874140,40.15,20.07,54.26,1
3feb5870,1779874200,78.71,32.83,93.69,1
e5d75dfb,1779874260,47.38,4.31,47.05,1
5aacbfdd,1779874320,62.76,6.88,67.1,1
48ed6896,1779874380,43.99,-3.76,52.1,1
397cf75e,1779874440,60.58,48.42,20.65,1
0b8d7e58,1779874500,16.1,0.01,50.25,1
d86c280d,1779874560,38.74,35.74,50.42,1
714ec060,1779874620,100.0,11.45,87.71,0
4744a45c,1779874680,42.75,9.74,98.66,1
c81f71d6,1779874740,57.34,7.46,56.76,1
5106cfbf,1779874800,1.23,-4.83,43.42,1
9ef4a05b,1779874860,37.62,31.62,49.98,1
45cef123,1779874920,84.25,32.54,50.92,1
d5e433c2,1779874980,56.82,34.57,33.3,1
ee0b35df,1779875040,81.51,34.38,93.53,0
bcabee11,1779875100,50.02,6.36,59.96,1
c612ebcd,1779875160,11.91,40.33,68.5,1
08922b08,1779875220,100.0,37.64,53.99,0
b3cecd2e,1779875280,57.46,-1.07,70.17,1
d72e5394,1779875340,58.55,26.57,80.46,1
2a8fefb9,1779875400,46.46,4.38,64.75,1
49b03f5b,1779875460,91.43,16.83,61.74,0
81726e2e,1779875520,31.26,26.62,100.0,1
d5b990c2,1779875580,39.04,31.72,68.84,1
2b37d46b,1779875640,43.37,9.39,88.83,1
86de8100,1779875700,21.36,10.16,32.37,1
77d03a3a,1779875760,97.53,36.31,59.76,0
393a90aa,1779875820,90.49,33.24,38.67,0
108287d2,1779875880,35.75,43.68,54.26,1
f56c49cf,1779875940,78.19,-6.47,86.97,1
ff974d5b,1779876000,56.68,40.87,85.74,1
0bfefc94,1779876060,38.5,26.6,74.7,1
6bf3b05e,1779876120,44.66,39.05,41.42,1
13deeffd,1779876180,37.47,30.41,57.88,1
fd538996,1779876240,51.73,3.46,64.18,1
a687a736,1779876300,52.91,3.44,59.29,1
8a7ee362,1779876360,0.0,36.1,85.34,1
4ab195fa,1779876420,40.63,29.62,77.3,1
cd323161,1779876480,6.61,6.32,67.68,1
d414ea70,1779876540,20.1,38.65,62.67,1
81135a23,1779876600,29.82,18.54,53.33,1
ed965520,1779876660,88.65,47.18,46.02,0
8a08c12e,1779876720,32.39,46.13,71.14,1
3346702a,1779876780,35.72,15.29,12.26,1
0ac5819d,1779876840,63.9,9.93,53.82,1
dea80438,1779876900,12.61,37.84,69.04,1
4db8be5e,1779876960,31.6,30.89,79.82,1
03a44e00,1779877020,63.53,26.04,95.3,1
a0d8579d,1779877080,30.11,30.22,62.83,1
7a50d97f,1779877140,0.0,41.6,35.15,1
05a8c21a,1779877200,71.95,-2.9,35.36,1
333a87c3,1779877260,54.87,7.51,60.82,1
f36e17b4,1779877320,7.79,30.41,75.69,1
e9c2404e,1779877380,42.41,17.15,66.37,1
4d9db983,1779877440,20.97,41.65,40.61,1
45d6b2a7,1779877500,4.43,26.21,42.25,1
241f045a,1779877560,32.67,21.22,45.6,1
12fe8195,1779877620,9.05,-6.76,45.5,1
ddee51af,1779877680,83.65,41.08,61.77,0
a6f3c564,1779877740,63.31,41.35,31.73,1
d20aa1fc,1779877800,67.23,44.18,57.09,1
af7e0fa4,1779877860,33.2,0.83,43.73,1
ccfd98d9,1779877920,84.45,13.43,100.0,1
ee334b0e,1779877980,62.66,0.22,62.98,1
27f95a52,1779878040,14.5,15.85,36.19,1
f4d95081,1779878100,90.69,13.53,60.42,0
83132ef7,1779878160,74.56,40.99,49.82,0
314ac2f7,1779878220,31.31,39.51,38.44,1
eca43f28,1779878280,44.14,16.9,48.68,1
1db6b3a4,1779878340,38.11,15.49,50.7,1
65a97a0d,1779878400,66.15,48.75,69.67,1
821c483f,1779878460,56.32,9.66,91.97,1
addce694,1779878520,33.4,15.76,42.19,1
7fc9396c,1779878580,43.46,34.39,83.27,1
f3aaeeea,1779878640,22.75,10.34,73.04,1
d64ea2fb,1779878700,100.0,22.57,64.3,0
da410787,1779878760,0.0,19.9,35.29,1
f7ee623e,1779878820,86.36,43.28,13.79,0
087fa5e9,1779878880,84.8,25.85,76.61,1
96f6a270,1779878940,75.43,-8.39,97.13,1
fa52b005,1779879000,28.28,-4.18,55.39,1
db59e688,1779879060,41.33,38.07,87.47,1
349d5f8a,1779879120,26.7,5.07,42.61,1
632792e9,1779879180,79.61,17.14,68.73,1
b4a844f1,1779879240,57.31,-2.99,58.51,1
10f3bc28,1779879300,0.0,-4.11,52.49,1
e7e7ef1c,1779879360,56.78,38.9,78.96,1
5012cb87,1779879420,100.0,32.05,70.68,0
583dbbc6,1779879480,80.62,47.5,40.19,0
60e8307d,1779879540,44.13,46.76,56.22,1
fcf93938,1779879600,16.47,46.03,54.19,1
d5afa092,1779879660,57.5,27.52,49.66,1
4b7e49ec,1779879720,43.64,-1.0,47.0,1
8f4c6ddc,1779879780,36.72,-9.74,100.0,1
2cf62f94,1779879840,49.3,5.49,61.77,1
28736452,1779879900,36.11,49.95,50.96,1
34a1d48b,1779879960,31.32,42.28,27.6,1
be883ab2,1779880020,16.9,43.9,88.62,1
cd19c3e1,1779880080,29.72,28.62,74.89,1
73dbbbe2,1779880140,49.83,34.02,76.42,1
d2eee8a8,1779880200,43.58,25.71,52.0,1
37e114cd,1779880260,24.19,32.1,14.3,1
4408464b,1779880320,0.0,-5.4,69.62,1
964210be,1779880380,75.33,31.15,65.32,1
5a96f0e4,1779880440,26.33,38.98,53.97,1
9c77402f,1779880500,46.26,33.72,71.82,1
85ca5191,1779880560,51.67,40.19,7.51,1
4cd7df9c,1779880620,51.54,2.88,43.08,1
4857c429,1779880680,80.7,-8.37,32.76,1
371d5959,1779880740,10.25,30.17,73.78,1
fa112a1f,1779880800,60.75,28.74,46.93,1
ead39004,1779880860,77.43,-8.35,93.13,1
ed00e522,1779880920,55.55,44.71,40.22,1
08188be2,1779880980,38.18,18.16,57.61,1
81b6c168,1779881040,69.27,19.94,73.45,1
eeff7dc0,1779881100,44.17,45.93,44.1,1
ec50adb9,1779881160,31.79,34.81,38.15,1
2c1c4085,1779881220,60.1,13.29,64.58,1
44ee2c8e,1779881280,0.0,45.67,86.55,1
f941bdd4,1779881340,65.41,-2.01,70.02,1
e99d2eec,1779881400,41.99,-8.6,87.91,1
212984fe,1779881460,54.29,12.32,51.52,1
f56bf5f1,1779881520,59.91,-8.7,72.45,1
e52b7a2e,1779881580,25.5,15.35,71.9,1
a44b88b9,1779881640,73.26,17.37,66.23,1
d97cdc5a,1779881700,64.25,14.87,72.42,1
e906234b,1779881760,97.8,-8.13,60.19,0
a898fdd7,1779881820,56.45,4.96,67.47,1
82d2a26f,1779881880,43.65,35.79,71.99,1
9fdedc6d,1779881940,92.07,-0.65,53.79,0
6306e9ef,1779882000,37.78,41.91,54.37,1
852bbb5c,1779882060,76.16,39.21,38.08,0
7be8d1e6,1779882120,47.3,34.21,62.8,1
b2d5f86c,1779882180,48.9,15.2,29.51,1
2731804a,1779882240,44.39,46.22,73.39,1
19b2a3e5,1779882300,63.19,34.24,59.08,1
99a44bd3,1779882360,23.03,7.86,65.2,1
b1a8c418,1779882420,85.72,-7.65,75.61,1
17834133,1779882480,100.0,-5.27,83.82,0
e8ad1f63,1779882540,96.08,-6.81,60.12,0
5cbb45e7,1779882600,61.02,39.99,90.01,1
3d10feb9,1779882660,64.06,-4.33,50.48,1
5fee1364,1779882720,17.69,42.56,51.73,1
0443c9b7,1779882780,59.0,29.83,40.3,1
1c108c8f,1779882840,55.21,19.95,15.27,1
05564515,1779882900,61.71,43.11,62.1,1
11085e0b,1779882960,42.19,39.99,49.55,1
4e05fb3f,1779883020,36.14,33.84,76.01,1
739de15e,1779883080,42.19,2.09,100.0,1
60710d35,1779883140,58.24,0.14,74.41,1
069e2dba,1779883200,75.78,43.21,77.49,0
84e851c5,1779883260,57.96,29.43,38.07,1
283da8f0,1779883320,30.4,43.45,9.08,1
0e822bd1,1779883380,48.85,-2.3,100.0,1
eeaa6837,1779883440,43.41,36.92,62.09,1
382e0d65,1779883500,30.16,24.08,55.33,1
fdb61e43,1779883560,72.94,29.49,34.72,1
178e740e,1779883620,32.44,38.28,14.11,1
9621fd81,1779883680,37.6,40.58,61.68,1
294a45ca,1779883740,9.9,-2.41,52.53,1
fc1c3509,1779883800,20.75,-8.86,73.56,1
01e6c627,1779883860,6.8,9.12,45.13,1
1d10ca79,1779883920,98.4,26.99,47.45,0
ccbc0171,1779883980,50.74,18.35,74.59,1
dd8ea285,1779884040,67.1,-1.55,44.65,1
15bce839,1779884100,0.0,29.5,53.92,1
cece0d2e,1779884160,36.92,38.7,45.41,1
47582102,1779884220,0.0,32.64,81.98,1
07931877,1779884280,59.46,25.04,61.64,1
1a3eab2b,1779884340,100.0,38.51,22.98,0
b3f11408,1779884400,89.55,48.29,84.24,0
24f27fef,1779884460,12.91,31.48,89.34,1
81558251,1779884520,91.84,19.94,55.5,0
e0c8fa8a,1779884580,43.49,49.0,89.64,1
4a12ce00,1779884640,36.7,15.8,54.6,1
b6590dac,1779884700,0.0,4.54,71.48,1
54f65c08,1779884760,23.04,27.88,90.2,1
380d39d2,1779884820,67.71,12.52,75.15,1
05eea09b,1779884880,10.3,42.25,100.0,1
10c9410b,1779884940,41.49,-4.5,76.5,1
412a9838,1779885000,39.27,23.85,38.54,1
bdf0c2d2,1779885060,17.76,30.05,83.98,1
fb764add,1779885120,54.52,-0.49,70.42,1
d17a8e55,1779885180,80.47,42.24,100.0,0
813d4b6b,1779885240,26.13,25.92,22.89,1
6089bf2f,1779885300,94.98,-7.58,64.01,0
771c56d7,1779885360,24.62,8.91,63.41,1
fe181ef5,1779885420,26.17,8.53,68.99,1
e93c6f12,1779885480,74.62,-4.54,86.51,1
2cce7f5b,1779885540,22.14,5.14,64.88,1
06516fc5,1779885600,25.57,49.62,57.96,1
d36aa7e6,1779885660,61.79,39.79,48.78,1
8c8cf7e9,1779885720,49.79,42.45,61.14,1
2ac9bede,1779885780,32.22,27.24,59.34,1
77a1ce8b,1779885840,16.32,37.87,67.41,1
850293bc,1779885900,50.82,-5.27,58.03,1
28f895e1,1779885960,71.19,6.82,41.0,1
34fafd3e,1779886020,71.52,-7.02,60.46,1
831402e5,1779886080,88.31,36.75,32.82,0
c6e6db0d,1779886140,22.09,16.03,52.91,1
f1710ca9,1779886200,67.83,3.83,73.81,1
9f146568,1779886260,42.99,-5.56,71.22,1
cd58772d,1779886320,2.68,15.03,56.37,1
f58ebb97,1779886380,22.37,11.42,72.57,1
34f8711d,1779886440,65.3,9.58,84.06,1
513b2298,1779886500,79.19,25.55,74.46,1
38f9011b,1779886560,62.74,31.86,69.57,1
b398a08c,1779886620,53.77,39.26,45.0,1
90318bc7,1779886680,18.79,25.26,50.88,1
b6e1bc76,1779886740,92.66,26.14,83.11,0
31b021b0,1779886800,81.58,-2.18,88.85,1
b715b5b5,1779886860,65.09,-8.94,33.11,1
5fe2dfc6,1779886920,85.78,4.35,83.32,1
83b4c16d,1779886980,70.57,5.64,100.0,1
e21d83a0,1779887040,72.01,15.6,58.41,1
947a162e,1779887100,40.9,-5.33,62.03,1
6cb74ff7,1779887160,19.79,34.84,46.71,1
5746446d,1779887220,36.95,15.86,46.41,1
74d723c9,1779887280,72.29,10.27,24.8,1
b2eb85f5,1779887340,75.32,43.07,54.02,0
b269d722,1779887400,55.18,24.18,63.72,1
bd5436fd,1779887460,69.59,37.14,100.0,1
e0bb737d,1779887520,25.58,38.57,62.56,1
c773a169,1779887580,66.97,1.43,71.04,1
84ee5a5f,1779887640,26.67,20.48,39.13,1
a063e682,1779887700,42.31,0.93,40.35,1
cb09eb55,1779887760,72.57,41.29,39.42,0
e548a230,1779887820,51.32,-7.84,52.33,1
5ca6e972,1779887880,56.17,34.14,50.01,1
4bf55121,1779887940,47.22,41.59,87.09,1
7f4a974b,1779888000,37.18,-1.93,46.35,1
38671db6,1779888060,34.32,-0.67,73.75,1
00d0f026,1779888120,32.91,-7.31,63.98,1
483426f5,1779888180,64.16,2.59,95.86,1
e9d0578c,1779888240,66.91,20.11,48.38,1
7a2d8e21,1779888300,39.04,4.26,96.84,1
c2ffd3cd,1779888360,51.57,-2.14,68.98,1
a9f9213b,1779888420,7.47,2.85,41.28,1
0c5dc16a,1779888480,36.06,35.74,37.3,1
da49fc5d,1779888540,60.52,31.99,33.22,1
3050ecf4,1779888600,82.65,32.4,79.48,1
29e93881,1779888660,47.72,42.72,65.53,1
1048bb02,1779888720,53.52,-3.95,51.59,1
1ba0b7db,1779888780,60.45,-8.27,79.71,1
bff7940e,1779888840,67.84,29.67,68.47,1
f67a216f,1779888900,31.39,9.72,88.47,1
a060290e,1779888960,77.68,5.12,58.78,1
072a0a00,1779889020,52.06,-2.06,21.16,1
50ceea2b,1779889080,56.15,45.45,67.93,1
27dd616a,1779889140,25.71,8.5,71.29,1
e858f2d0,1779889200,100.0,45.59,53.97,0
6d119553,1779889260,87.84,47.66,42.7,0
e11e58c4,1779889320,89.9,7.61,49.11,1
c88e2f03,1779889380,76.42,-6.0,66.28,1
3ff02a55,1779889440,89.83,-3.61,39.24,1
5ef6c5a8,1779889500,0.0,2.96,48.86,1
2be9d131,1779889560,26.56,22.17,46.17,1
43e60b35,1779889620,80.07,35.25,78.27,0
c3f1f003,1779889680,47.48,36.44,51.21,1
2ef9b55a,1779889740,55.19,-6.86,76.46,1
9055e39b,1779889800,32.34,34.91,56.57,1
d16ba268,1779889860,23.23,14.39,12.39,1
9b75c43d,1779889920,95.1,12.16,53.81,0
85342142,1779889980,3.79,11.22,68.98,1
affdde87,1779890040,44.94,33.38,100.0,1
98c97e76,1779890100,83.95,16.6,65.42,1
a980708e,1779890160,100.0,3.27,57.81,0
38081046,1779890220,88.43,-8.27,31.91,1
3505e580,1779890280,100.0,48.04,34.1,0
ad08125f,1779890340,40.71,20.43,72.78,1
99182a03,1779890400,39.33,5.46,66.23,1
c8d781d8,1779890460,61.3,34.98,66.99,1
81632a38,1779890520,51.14,16.65,39.04,1
3758ab45,1779890580,72.39,17.85,49.87,1
10ae7d67,1779890640,47.48,3.72,56.07,1
fa373393,1779890700,57.7,23.62,76.18,1
83fa322b,1779890760,100.0,35.29,61.94,0
f672a8fd,1779890820,67.48,48.61,61.74,1
79f584a4,1779890880,46.25,41.58,73.58,1
e5634ec8,1779890940,41.69,-0.47,83.56,1
88356aab,1779891000,78.9,3.97,45.64,1
ca268ba0,1779891060,100.0,26.23,42.25,0
15e1538d,1779891120,54.7,37.18,70.15,1
20071118,1779891180,79.75,5.82,65.84,1
252d725d,1779891240,76.94,18.04,84.31,1
66ca2588,1779891300,73.53,-2.77,18.32,1
185c9d89,1779891360,0.0,22.3,19.09,1
5fd37881,1779891420,60.47,29.13,62.47,1
c4665681,1779891480,53.66,27.62,79.95,1
5d2826b7,1779891540,4.05,37.93,88.08,1
137f2856,1779891600,75.44,48.34,62.3,0
e621a3d2,1779891660,42.07,29.9,38.75,1
82baf71d,1779891720,22.88,38.82,41.89,1
4e247fc2,1779891780,0.0,22.38,81.99,1
71bdfad2,1779891840,56.24,2.21,0.0,1
08b6281b,1779891900,55.75,30.86,67.3,1
236e5f3c,1779891960,48.99,-5.13,61.68,1
ea1e91d3,1779892020,33.7,36.83,62.32,1
ba0689af,1779892080,51.84,6.65,44.31,1
f12605f2,1779892140,47.53,43.91,76.83,1
c1a8f364,1779892200,28.47,46.83,29.28,1
f1470c15,1779892260,58.82,13.31,33.15,1
0fed8352,1779892320,38.56,16.23,66.77,1
25dc6d0d,1779892380,30.79,-6.49,92.87,1
cd679b08,1779892440,50.74,-9.32,97.75,1
dcd8aea1,1779892500,68.06,-3.34,63.88,1
16d55953,1779892560,89.15,-5.75,72.42,1
e85f8518,1779892620,49.22,37.47,51.68,1
2ea0d0ba,1779892680,57.48,29.39,53.97,1
6aee6713,1779892740,54.89,47.93,18.48,1
4aa54d26,1779892800,49.94,27.47,29.88,1
79dfd4f9,1779892860,39.75,-1.96,58.84,1
17363041,1779892920,25.8,46.39,27.75,1
e528280a,1779892980,47.76,4.74,9.94,1
09cf42f3,1779893040,57.03,49.96,40.21,1
36539abe,1779893100,44.34,36.83,38.47,1
cbbdc97e,1779893160,47.47,-0.4,56.77,1
2cd9b65e,1779893220,52.41,10.77,49.87,1
e1cba6f2,1779893280,26.11,34.89,55.27,1
f1619377,1779893340,8.36,0.29,84.91,1
38760faa,1779893400,84.56,8.74,69.27,1
6a2c27fe,1779893460,45.61,14.35,51.63,1
8e5abb4c,1779893520,37.24,38.68,87.09,1
ea1947f7,1779893580,35.74,46.77,60.33,1
c7079ba1,1779893640,54.48,42.66,44.71,1
805f1b81,1779893700,52.59,39.46,43.85,1
a70f09da,1779893760,74.05,32.35,38.63,1
7fad21d1,1779893820,69.78,-4.76,68.93,1
a52eb212,1779893880,57.24,47.23,43.86,1
e95a5e2c,1779893940,64.05,46.29,59.17,1
9b7794b4,1779894000,55.86,8.72,72.02,1
eb54e1dd,1779894060,48.55,-1.47,89.16,1
40512e04,1779894120,41.76,31.93,75.72,1
e33248b5,1779894180,50.02,38.98,22.68,1
bded0d46,1779894240,51.52,44.96,44.65,1
b48ed628,1779894300,61.07,-7.48,45.95,1
fb6c59f1,1779894360,86.07,23.62,58.56,1
80555bfd,1779894420,48.58,45.28,32.58,1
1bd3f5f7,1779894480,86.73,10.18,75.55,1
41499e8c,1779894540,35.09,21.99,44.8,1
68ec09bc,1779894600,58.41,32.47,24.77,1
34b7fe92,1779894660,31.65,35.03,70.26,1
f2e64743,1779894720,54.26,13.02,49.73,1
e4202acb,1779894780,55.34,46.49,95.06,1
22413c20,1779894840,86.27,6.96,75.32,1
6e624dae,1779894900,23.08,14.27,65.38,1
b394dc81,1779894960,45.42,40.58,46.13,1
40b830c5,1779895020,77.64,29.39,51.86,1
498232a2,1779895080,9.98,45.33,61.16,1
04c1a1d1,1779895140,53.5,27.27,53.4,1
f866b62a,1779895200,11.3,15.84,52.97,1
c30689ed,1779895260,46.11,13.23,67.14,1
ac06bcbe,1779895320,26.28,44.47,26.22,1
7080dca5,1779895380,100.0,0.57,80.82,0
964a8088,1779895440,71.13,23.52,59.95,1
252fc77a,1779895500,70.54,-7.44,22.95,1
89a9ce0c,1779895560,62.75,37.01,100.0,1
75a70ea6,1779895620,0.0,47.92,67.37,1
0a17d4f9,1779895680,53.71,9.26,35.57,1
9072cf86,1779895740,100.0,-4.63,87.21,0
9c03c98b,1779895800,79.85,36.17,88.61,0
8c664950,1779895860,43.33,29.01,49.22,1
4d699027,1779895920,60.12,-6.46,43.44,1
ba06b071,1779895980,73.19,36.46,51.17,0
a2c9e10e,1779896040,72.28,32.56,66.96,1
85e73700,1779896100,60.07,31.69,60.33,1
daf85191,1779896160,11.89,44.14,93.91,1
f64a0741,1779896220,45.81,9.14,57.4,1
07ff5298,1779896280,62.11,0.14,80.84,1
a9825c20,1779896340,50.54,20.76,89.63,1
2fbe2575,1779896400,73.33,9.1,52.94,1
b3298f4b,1779896460,43.0,32.92,48.48,1
07e7d5b6,1779896520,23.29,-3.29,70.79,1
da33123b,1779896580,81.76,11.97,83.18,1
3661f028,1779896640,58.93,-9.68,32.73,1
de2671da,1779896700,33.54,1.6,92.73,1
95209aaa,1779896760,68.32,-3.33,71.9,1
8c62d6f4,1779896820,47.36,27.56,54.15,1
c84c4020,1779896880,55.6,24.84,88.52,1
92df69b6,1779896940,53.41,26.67,88.34,1
1f179807,1779897000,76.07,4.13,60.89,1
73a15d94,1779897060,34.98,39.17,52.38,1
405065e8,1779897120,5.79,48.88,39.48,1
